stream_code,universe_code,domain_code,name,description,path_type,governance_status,version,source_workbook
STR-INTD-DATA-JOURNALIST-2F2DD,UNI-INTERDISCIPLINARY,DOM-INTD-MEDIA-COMMUNICAT-2CA67,Data Journalist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DATA-PRIVACY-COM-68261,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Data Privacy Compliance Advisory,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DATA-PRIVACY-OFF-E8FA0,UNI-INTERDISCIPLINARY,DOM-INTD-LAW-TECHNOLOGY-G-C7210,Data Privacy Officer / Consultant,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DEVELOPMENT-COMM-1D561,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNICATION-DE-E2111,Development Communication Specialist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DEVELOPMENT-PROG-E60A1,UNI-INTERDISCIPLINARY,DOM-INTD-PUBLIC-POLICY-EC-CCDB1,Development Programme Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DEVELOPMENT-STUD-A9172,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Development Studies at IIT / Tech-Development Interface,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DIGITAL-ANTHROPO-E5DC4,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Digital Anthropology,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DIGITAL-ARCHIVE-77A96,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Digital Archive Services,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DIGITAL-HEALTH-P-9884D,UNI-INTERDISCIPLINARY,DOM-INTD-HEALTHCARE-ANALY-14C0C,Digital Health Product Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DIGITAL-HUMANITI-6697C,UNI-INTERDISCIPLINARY,DOM-INTD-HUMANITIES-TECHN-8E12A,Digital Humanities Researcher,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DIGITAL-HUMANITI-DD036,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Digital Humanities,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DIGITAL-PUBLIC-I-240E1,UNI-INTERDISCIPLINARY,DOM-INTD-EMERGING-FRONTIE-E49FE,Digital Public Infrastructure Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DISABILITY-STUDI-B315F,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Disability Studies & Rehabilitation Ecosystems,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-DISABILITY-STUDI-F41BD,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Disability Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ECOLOGICAL-ECONO-0699D,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Ecological Economics,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-EDUCATION-TECHNO-C89A9,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Education Technology / Learning Sciences,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-EDUCATIONAL-DATA-515AC,UNI-INTERDISCIPLINARY,DOM-INTD-EDUCATION-ANALYT-7DA9D,Educational Data Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-EDUCATIONAL-TECH-16758,UNI-INTERDISCIPLINARY,DOM-INTD-EDTECH-LEARNING-662A6,Educational Technology Specialist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-EDUCATIONAL-TECH-86929,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Educational Technology Design Studio,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ENVIRONMENTAL-JU-D0B69,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Environmental Justice & Marginalized Communities,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ESG-SUSTAINABILI-97845,UNI-INTERDISCIPLINARY,DOM-INTD-SUSTAINABILITY-M-27061,ESG & Sustainability Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ESG-SUSTAINABILI-DD113,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,ESG / Sustainability Reporting Support,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ETHICS-PUBLIC-LI-7D6A9,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Ethics & Public Life,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-ETHNOBOTANY-INDI-92169,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Ethnobotany & Indigenous Medicinal Knowledge,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FASHION-BUSINESS-1DBAE,UNI-INTERDISCIPLINARY,DOM-INTD-DESIGN-BUSINESS-87851,Fashion Business Technologist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FASHION-TECHNOLO-74732,UNI-INTERDISCIPLINARY,DOM-INTD-FASHION-BUSINESS-6862A,Fashion Technology & Business Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FILM-MEDIA-BUSIN-B3F98,UNI-INTERDISCIPLINARY,DOM-INTD-MEDIA-BUSINESS-A8960,Film & Media Business Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FILM-STUDIES-CIN-8302E,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Film Studies / Cinema Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FINANCIAL-ANALYT-54A38,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Financial Analytics Freelance Studio,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FINANCIAL-ANALYT-E6977,UNI-INTERDISCIPLINARY,DOM-INTD-FINANCE-ANALYTIC-B718F,Financial Analytics Professional,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FINTECH-PRODUCT-64486,UNI-INTERDISCIPLINARY,DOM-INTD-COMMERCE-ANALYTI-2D765,FinTech Product Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FOLK-CULTURE-STU-77AF5,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Folk Culture Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FOOD-STUDIES-FOO-0278B,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Food Studies / Food Culture & Society,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FOOD-SUPPLY-CHAI-D0CF6,UNI-INTERDISCIPLINARY,DOM-INTD-AGRICULTURE-SUST-D4F98,Food Supply Chain Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FOOD-TECHNOLOGY-02816,UNI-INTERDISCIPLINARY,DOM-INTD-FOOD-ENTERPRISE-2471B,Food Technology Entrepreneur,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FOREST-PRODUCE-N-0966A,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Forest Produce & NTFP Value Chain Management,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-FOREST-RIGHTS-CO-BBFA5,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Forest Rights & Community Resource Governance,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-GAME-STUDIES-INT-7B52E,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Game Studies / Interactive Media Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-GENDER-SEXUALITY-6976F,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Gender & Sexuality / Queer Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-GENDER-STUDIES-CA8F8,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Gender Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-GENDER-TRIBAL-WO-A5BD7,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Gender, Tribal Women & Development Practice",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-GEOAI-ANALYST-642FA,UNI-INTERDISCIPLINARY,DOM-INTD-EMERGING-FRONTIE-E49FE,GeoAI Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-GEOAI-GEOSPATIAL-70952,UNI-INTERDISCIPLINARY,DOM-INTD-GEOSPATIAL-DATA-B5F14,GeoAI / Geospatial Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-GONDWANA-REGION-515D7,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Gondwana Region Studies & Local Resource Development,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HANDLOOM-HANDICR-0D035,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Handloom, Handicraft & GI Product Ecosystem",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HEALTH-DATA-DASH-4E7E3,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Health Data Dashboard Services,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HEALTH-INFORMATI-0F866,UNI-INTERDISCIPLINARY,DOM-INTD-HEALTHCARE-ANALY-14C0C,Health Informatics Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HERITAGE-EXPERIE-3CF45,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Heritage Experience Enterprise,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HERITAGE-EXPERIE-EE13D,UNI-INTERDISCIPLINARY,DOM-INTD-HUMANITIES-TECHN-8E12A,Heritage Experience Designer,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HERITAGE-STUDIES-F5EBD,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Heritage Studies / Heritage Management,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HIMALAYAN-STUDIE-F78FB,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Himalayan Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HOSPITAL-ANALYTI-C441F,UNI-INTERDISCIPLINARY,DOM-INTD-HEALTHCARE-ANALY-14C0C,Hospital Analytics Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HUMAN-AI-COLLABO-59B2A,UNI-INTERDISCIPLINARY,DOM-INTD-EMERGING-FRONTIE-E49FE,Human-AI Collaboration Designer,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HUMAN-AI-INTERAC-22708,UNI-INTERDISCIPLINARY,DOM-INTD-PSYCHOLOGY-BUSIN-B8F2C,Human-AI Interaction Researcher,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HUMAN-COMPUTER-I-BC1E8,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Human-Computer Interaction (HCI),,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HUMAN-FACTORS-ER-DA92F,UNI-INTERDISCIPLINARY,DOM-INTD-HUMAN-FACTORS-C62B4,Human Factors / Ergonomics Specialist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-HUMAN-RIGHTS-STU-DA7C2,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Human Rights Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-INCLUSIVE-EDUCAT-64D6B,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Inclusive Education for Tribal & Marginalized Learners,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-INCLUSIVE-URBAN-8E057,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Inclusive Urban Marginality & Slum Development,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-INDIC-KNOWLEDGE-47EC6,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Indic Knowledge Systems / Indian Knowledge Systems,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-INDIGENOUS-AGRIC-076CB,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Indigenous Agriculture & Millets Enterprise,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-INDIGENOUS-FOOD-2336B,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Indigenous Food, Culinary Heritage & Nutrition Enterprise",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-INDIGENOUS-KNOWL-63C06,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Indigenous Knowledge IPR & Benefit-Sharing,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-KNOWLEDGE-CULTUR-17CAA,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,"Knowledge, Culture & Innovation Studies",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-LEGAL-ANTHROPOLO-F2162,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Legal Anthropology,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-LEGAL-DATA-ANALY-3375F,UNI-INTERDISCIPLINARY,DOM-INTD-LAW-ANALYTICS-3E609,Legal Data Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-LEGAL-DESIGN-CON-95FDF,UNI-INTERDISCIPLINARY,DOM-INTD-LAW-DESIGN-663F0,Legal Design Consultant,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-LEGAL-TECH-PRODU-90ECB,UNI-INTERDISCIPLINARY,DOM-INTD-LAW-TECHNOLOGY-G-C7210,Legal Tech Product Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-LIBRARY-INFORMAT-3B3B2,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Library & Information Science + Data Curation,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-LIVELIHOOD-MISSI-C28BC,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Livelihood Mission & SHG Enterprise Management,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MARITIME-STUDIES-3F83E,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Maritime Studies / Blue Humanities,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MASCULINITY-STUD-9E4F5,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Masculinity Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MEDIA-CULTURAL-S-24523,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Media & Cultural Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MEDICAL-HUMANITI-608E4,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Medical Humanities,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MEDTECH-OPERATIO-E268B,UNI-INTERDISCIPLINARY,DOM-INTD-HEALTHCARE-PRODU-9EE1F,MedTech Operations Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MICROFINANCE-FIN-6A34B,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Microfinance & Financial Inclusion,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MIGRATION-DIASPO-095AB,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Migration & Diaspora Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MIGRATION-LABOUR-877D6,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Migration, Labour & Informal Economy Studies",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MUSEUM-HERITAGE-17A28,UNI-INTERDISCIPLINARY,DOM-INTD-CULTURE-EXPERIEN-E64C5,Museum & Heritage Experience Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-MUSEUM-STUDIES-M-EC1A0,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Museum Studies / Museology,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-NEUROMARKETING-A-841A7,UNI-INTERDISCIPLINARY,DOM-INTD-PSYCHOLOGY-BUSIN-B8F2C,NeuroMarketing Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-NEUROMARKETING-R-A4A26,UNI-INTERDISCIPLINARY,DOM-INTD-PSYCHOLOGY-BUSIN-12722,NeuroMarketing Research Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-NO-CODE-BUSINESS-5EE59,UNI-INTERDISCIPLINARY,DOM-INTD-DESIGN-BUSINESS-87851,No-code Business Systems Designer,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PARTICIPATORY-RU-A7478,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Participatory Rural Appraisal & Development Research,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PEACE-CONFLICT-S-3FECB,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Peace & Conflict Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PEOPLE-ANALYTICS-6FABB,UNI-INTERDISCIPLINARY,DOM-INTD-PSYCHOLOGY-BUSIN-B8F2C,People Analytics Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PERFORMANCE-STUD-32D77,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Performance Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PESA-PANCHAYAT-L-01E5E,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"PESA, Panchayat & Local Governance Studies",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PHARMA-MANAGEMEN-7B4D9,UNI-INTERDISCIPLINARY,DOM-INTD-PHARMA-BUSINESS-FF814,Pharma Management Professional,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PHARMA-MARKET-AC-7E865,UNI-INTERDISCIPLINARY,DOM-INTD-HEALTHCARE-ANALY-14C0C,Pharma Market Access Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PHILOSOPHY-POLIT-8B9DF,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,"Philosophy, Politics & Economics (PPE)",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-POLICY-ANALYST-F471F,UNI-INTERDISCIPLINARY,DOM-INTD-PUBLIC-POLICY-EC-CCDB1,Policy Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-POLICY-RESEARCH-9347F,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Policy Research Micro-Consultancy,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PRECISION-FARMIN-28EB3,UNI-INTERDISCIPLINARY,DOM-INTD-AGRICULTURE-SUST-D4F98,Precision Farming Operations Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PRODUCT-EXPERIEN-B30E0,UNI-INTERDISCIPLINARY,DOM-INTD-DESIGN-BUSINESS-87851,Product Experience Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PUBLIC-HEALTH-DA-21BC7,UNI-INTERDISCIPLINARY,DOM-INTD-HEALTHCARE-ANALY-14C0C,Public Health Data Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-PUBLIC-POLICY-AN-042DD,UNI-INTERDISCIPLINARY,DOM-INTD-PUBLIC-POLICY-C51D1,Public Policy Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-REGTECH-ANALYST-BCF9F,UNI-INTERDISCIPLINARY,DOM-INTD-LAW-TECHNOLOGY-G-C7210,RegTech Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-RISK-ANALYTICS-A-17718,UNI-INTERDISCIPLINARY,DOM-INTD-COMMERCE-ANALYTI-7F730,Risk Analytics Associate,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-RURAL-DIGITAL-IN-DD1DA,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Rural Digital Inclusion & Vernacular Technology,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-RURAL-INNOVATION-68A97,UNI-INTERDISCIPLINARY,DOM-INTD-RURAL-INNOVATION-762BF,Rural Innovation Manager,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-RURAL-INNOVATION-A97E1,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Rural Innovation Consultancy,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-RURAL-WATER-SANI-0E758,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,"Rural Water, Sanitation & Community Infrastructure",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SANSKRIT-COMPUTA-61220,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Sanskrit Computational Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SCIENCE-COMMUNIC-42381,UNI-INTERDISCIPLINARY,DOM-INTD-INTERDISCIPLINAR-8FD42,Science Communication Studio,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SCIENCE-COMMUNIC-52D95,UNI-INTERDISCIPLINARY,DOM-INTD-SCIENCE-COMMUNIC-73E7A,Science Communication Specialist,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SCIENCE-TECHNOLO-7ACCC,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,"Science, Technology & Society (STS)",,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SERVICE-DESIGNER-109A6,UNI-INTERDISCIPLINARY,DOM-INTD-DESIGN-BUSINESS-87851,Service Designer,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SOCIAL-EXCLUSION-343B4,UNI-INTERDISCIPLINARY,DOM-INTD-COMMUNITY-TRIBAL-53926,Social Exclusion & Inclusive Policy Studies,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SOCIAL-EXCLUSION-74ACF,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Social Exclusion & Inclusive Policy,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SOCIAL-IMPACT-ME-016F6,UNI-INTERDISCIPLINARY,DOM-INTD-SOCIAL-SECTOR-AN-51438,Social Impact Measurement Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SPACE-POLICY-BUS-F391A,UNI-INTERDISCIPLINARY,DOM-INTD-SPACE-POLICY-27B46,Space Policy & Business Analyst,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
STR-INTD-SPACE-POLICY-SPA-1BFF3,UNI-INTERDISCIPLINARY,DOM-INTD-SPECIALIZED-RARE-07D0A,Space Policy / Space Governance,,Interdisciplinary,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
