skill_code,name,category,description,governance_status,version,source_workbook
SKL-LAW-NEUTRALITY-COMMUN-D6E11,"Neutrality, communication, negotiation, drafting settlement",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-PAYMENTS-LAW-DATA-8824B,"Payments law, data, consumer protection, contracts",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-POLICY-F1471,Policy,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-PRIVACY-PUBLIC-LA-8AABC,"Privacy, public law, platform governance, contracts",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-PROCESS-DESIGN-ME-C7721,"Process design, metrics, vendor management, dashboards",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-PRODUCT-LAW-LABEL-6D3E2,"Product law, labeling, audits, documentation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-PRODUCT-THINKING-8C98D,"Product thinking, legal workflows, UX, analytics",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-PROMPTING-LEGAL-R-2FEF4,"Prompting, legal reasoning, QA, workflow mapping, privacy",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-PUBLIC-ADMINISTRA-CCA41,"Public administration, law, policy, ethics",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-RECRUITMENT-LEGAL-92A58,"Recruitment, legal role mapping, communication, negotiation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-REGULATION-CONTRA-0795B,"Regulation, contracts, liability, leasing",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-REGULATION-CONTRA-C1CBF,"Regulation, contracts, ethics, documentation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-REGULATION-INTERP-86192,"Regulation interpretation, filings, stakeholder management",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-REGULATION-TRACKI-3FD71,"Regulation tracking, risk assessment, reporting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-RESEARCH-CITATION-C407C,"Research, citation, writing, synthesis, policy analysis",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-RESEARCH-PEDAGOGY-27421,"Research, pedagogy, publication, curriculum design",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-RESEARCH-REVIEW-A-6698A,"Research, review, abstraction, English drafting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-RESEARCH-STATISTI-E5FEE,"Research, statistics, criminal law, fieldwork",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-RISK-ASSESSMENT-C-368D5,"Risk assessment, contracts, compliance, communication",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-SECURITIES-LAW-DR-3FD50,"Securities law, drafting, due diligence, finance",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-SKILL-DOMAIN-4F5EB,Skill Domain,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-TAX-LAW-ACCOUNTIN-86383,"Tax law, accounting, litigation, drafting",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-TAXONOMY-RESEARCH-F9C32,"Taxonomy, research, precedent management, training",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-TECHNICAL-ANALYSI-7AD21,"Technical analysis, claim drafting, patent law",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-TECHNOLOGY-D899C,Technology,,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-TITLE-DUE-DILIGEN-C1CF7,"Title due diligence, drafting, RERA, negotiation",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-TRADEMARK-SEARCH-82AEF,"Trademark search, drafting, opposition, enforcement",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-TYPING-STENO-LIST-0742D,"Typing/steno, listening, legal vocabulary, confidentiality",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-WRITING-LAW-BASIC-17511,"Writing, law basics, interviewing, verification",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-LAW-WRITING-LEGAL-RES-C264A,"Writing, legal research, editing, SEO, plain language",,,Validated,0.6.1a,5-Structured- Law.xlsx
SKL-MGT-AI-LITERACY-4621E,AI Literacy,,AI is changing managerial workflows,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-AMAZON-FLIPKART-O-5B1E9,"Amazon/Flipkart/ONDC listing, cataloguing, pricing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-AQUACULTURE-COLD-F1B78,"Aquaculture, cold chain, marketing, compliance",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-BOOKKEEPING-COMPL-38D32,"Bookkeeping, compliance, marketing, digital adoption",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-BOOKKEEPING-MARKE-434E8,"Bookkeeping, market linkage, scheme documentation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-BRAND-STORYTELLIN-25EFA,"Brand storytelling, IPR awareness, packaging, digital sales",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-BRANDING-ETIQUETT-61F93,"Branding, etiquette, consumer psychology",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-BRANDING-PACKAGIN-F26F4,"Branding, packaging, storytelling, buyer relations, data tracking",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-BUSINESS-MODEL-PI-ED452,"Business model, pitch, finance, product-market fit",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-BUSINESS-RESEARCH-EA28B,Business Research,,"Needed for strategy, consulting, planning and market entry",Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CALENDAR-DOCUMENT-44398,"Calendar, documentation, CRM, research, coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CATALOGING-PRICIN-C4562,"Cataloging, pricing, supply chain, ads",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CATALOGUING-SELLE-64961,"Cataloguing, seller onboarding, order operations",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CATALOGUING-SELLE-A4467,"Cataloguing, seller training, digital payments, logistics coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CERTIFICATION-LIT-2C36A,"Certification literacy, supplier coordination, cold-chain, Excel, negotiation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CHANGE-MANAGEMENT-78D3C,"Change management, process, stakeholder mgmt",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CLIENT-DISCOVERY-AFEA8,Client discovery and process design,,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CLIENT-RELATIONSH-86047,"Client relationship, markets, compliance",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CLIENT-SUCCESS-RE-F032C,"Client success, retention, onboarding, analytics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CLUSTER-COORDINAT-0C241,"Cluster coordination, design sense, costing, sustainable sourcing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CLUSTER-COORDINAT-2E544,"Cluster coordination, quality grading, B2B sales, basic biology, logistics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CLUSTER-COORDINAT-6DA58,"Cluster coordination, merchandising, costing, quality, storytelling",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNICATION-00FDE,Communication,,"Management requires clarity across teams, clients and stakeholders",Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNICATION-ANA-58F60,"Communication, analytics, creativity, persuasion",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNICATION-ANA-B01F7,"Communication, analytical ability, teamwork",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNICATION-SOC-4E1A1,"Communication, social analytics, contracts basics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNITY-FACILIT-F7375,"Community facilitation, records, GIS basics, negotiation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNITY-MOBILIS-52DD7,"Community mobilisation, MIS, microenterprise",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNITY-MOBILIZ-0D386,"Community mobilization, accounting, compliance, market linkage, MIS",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNITY-MOBILIZ-5EAAC,"Community mobilization, training, accounting, micro-enterprise planning",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNITY-MODERAT-856EC,"Community moderation, funnels, content, analytics, empathy",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COMMUNITY-TRUST-E-1E661,"Community trust, ethical sourcing, inventory, grant/project management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CONSULTING-DIGITA-CA6B0,"Consulting, digital tools, training",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CONSUMER-INSIGHT-EECEA,"Consumer insight, branding, campaign planning",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CONTENT-CALENDAR-480FA,"Content calendar, brand deals, analytics, negotiations",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COORDINATION-DATA-C81F5,"Coordination, data, communication, confidentiality",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COORDINATION-NEGO-B3D06,"Coordination, negotiation, networking, production",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COORDINATION-SAFE-47429,"Coordination, safety mindset, service quality",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COPY-ANALYTICS-BU-5812D,"Copy, analytics, budgeting, experimentation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COUNSELLING-OPERA-1BC6E,"Counselling, operations, sales, learning design",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-COUNSELLING-WRITI-D34FE,"Counselling, writing, ethics, admission knowledge",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CREATIVE-TESTING-8668C,Creative testing and budget judgment,,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CRISIS-LOGISTICS-39420,"Crisis logistics, inventory, calm decision-making, coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CRM-PRODUCT-TRAIN-5CF35,"CRM, product training, vernacular communication, data literacy",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CRM-TOOLS-SALES-P-E374D,"CRM tools, sales process",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CROSS-FUNCTIONAL-A9296,Cross-functional coordination,,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CROWD-MANAGEMENT-F2851,"Crowd management, ethics, finance, public communication, logistics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CULTURE-HISTORY-L-60017,"Culture, history, language and audience experience",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-CUSTOMER-SERVICE-84ED4,"Customer service, team management, merchandising",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DATA-HANDLING-COM-151A2,"Data handling, communication, ethics, field logistics, crisis response",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DATA-HYGIENE-FUNN-14FDD,"Data hygiene, funnel analytics, process design",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DATA-INTERPRETATI-4E6EA,"Data interpretation, SQL, dashboards, business writing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DATA-INTERPRETATI-5DF86,Data Interpretation,,Essential for CAT/CMAT/MBA and business dashboards,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DESK-RESEARCH-EXC-5639D,"Desk research, Excel, report writing, data validation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DIGITAL-MARKETING-7380E,"Digital marketing basics, reporting",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DIGITAL-MARKETING-82EB0,Digital Marketing Literacy,,Useful even for non-marketing entrepreneurs and managers,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DIGITAL-TOOLS-COM-C3700,"Digital tools, communication",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DIGITAL-TOOLS-DAT-E18CB,"Digital tools, data, cyber awareness, online service delivery",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DISCORD-WHATSAPP-A278C,"Discord/WhatsApp/Telegram, moderation, engagement design",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DOCUMENTATION-NEG-E1E2F,"Documentation, negotiation, foreign trade policy",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DOCUMENTATION-PLA-EC419,"Documentation, planning, vendor coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DOCUMENTATION-POL-4EA04,"Documentation, policy literacy, risk thinking, stakeholder coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DOCUMENTATION-REG-8B854,"Documentation, regulation, ethics, stakeholder mgmt",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DOCUMENTATION-SCH-17D82,"Documentation, scheduling, policy, coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-DUE-DILIGENCE-NEG-B50D2,"Due diligence, negotiation, operations audit",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EMPATHY-FACILITY-777FD,"Empathy, facility management, compliance, communication, service design",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EMPATHY-FAIRNESS-37229,"Empathy, fairness, interviewing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EMPATHY-INTERVIEW-FE65B,"Empathy, interviewing, analytics, policy writing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-ENGAGEMENT-CONTEN-D62F2,"Engagement, content, empathy, events",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-ENTERPRISE-PITCHI-EC473,"Enterprise pitching, negotiation, account planning",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-ENTREPRENEURIAL-M-73031,Entrepreneurial Mindset,,"Helps create livelihoods, not only jobs",Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-ETHICAL-REPORTING-5BCE5,Ethical reporting and stakeholder engagement,,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-ETHICAL-SOURCING-246F3,"Ethical sourcing, quality control, packaging, branding, e-commerce",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-ETHICS-COMPLIANCE-1EE94,Ethics & Compliance Awareness,,"Important in BFSI, HR, healthcare, CSR, real estate",Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EVENT-OPS-SPONSOR-143C8,"Event ops, sponsorship, evaluation design",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EVENT-OPS-SPONSOR-F6895,"Event ops, sponsorship, community engagement, budgeting, social media",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EXCEL-DATA-VERIFI-FB544,"Excel, data verification, regulation awareness, reporting, analytics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EXCEL-SPREADSHEET-15C39,Excel / Spreadsheet Skills,,Common base tool for almost all business roles,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EXCEL-VALUATION-C-FCEFB,"Excel, valuation, compliance, numeracy",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EXCEL-VALUATION-R-CE7F1,"Excel, valuation, risk, compliance",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EXECUTION-PRIORIT-AF13E,"Execution, prioritization, documentation, metrics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EXECUTION-RESILIE-E0126,"Execution, resilience, networking, finance",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EXPERIMENTATION-A-FA867,"Experimentation, acquisition, retention, data",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-EXPORT-DOCUMENTAT-057F5,"Export documentation, quality systems, cold-chain, negotiation, Excel",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-FACILITATION-PSYC-4612B,"Facilitation, psychology, business communication",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-FIELD-OPS-MESSAGI-7DFEA,"Field ops, messaging, data, volunteer mgmt",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-FISHERY-VALUE-CHA-E4244,"Fishery value chain, accounting, cold-chain basics, marketing, compliance",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-FOOD-SAFETY-PACKA-A6936,"Food safety, packaging, costing, digital marketing, inventory",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-GOOGLE-BUSINESS-P-32B93,"Google Business Profile, WhatsApp Business, UPI/ONDC basics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-HEALTH-OPERATIONS-9227F,"Health operations, patient services, digital records",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-HISTORY-ARCHAEOLO-4DB7B,"History, archaeology, curation, storytelling",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-HOSPITALITY-STORY-E9555,"Hospitality, storytelling, product sales, safety, vendor management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-HOSPITALITY-WELLN-0C2D8,"Hospitality, wellness literacy, digital marketing, vendor management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-INTERVIEWING-LABO-C42AC,"Interviewing, labour awareness, empathy, analytics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-JUDGMENT-CONTEXT-DFDC4,"Judgment, context, accountability",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-LABOUR-COORDINATI-4DCEF,"Labour coordination, procurement, compliance, finance, MIS",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-LANDING-PAGES-EMA-BDBC2,"Landing pages, email/WhatsApp funnels, Zoom, payment flow",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-LEADERSHIP-TEAMWO-B6B11,Leadership & Teamwork,,Management is execution through people,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-LINKEDIN-NAUKRI-S-B2109,"LinkedIn/Naukri sourcing, interviewing, client coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-LISTENING-HR-INSI-931CD,"Listening, HR insight, coaching, communication",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-LITERATURE-LANGUA-F6355,"Literature, language, editing and critical thinking",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-LOCAL-SALES-APP-T-7E080,"Local sales, app training, patience, bookkeeping, customer support",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-LOCATION-SCOUTING-FEEE3,"Location scouting, basic unit economics, vendor coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-MARKETPLACE-KNOWL-B2166,"Marketplace knowledge, Excel, cataloging",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-META-GOOGLE-BASIC-94DFA,"Meta/Google basics, copywriting, Canva, analytics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-NEGOTIATION-ANALY-72A86,"Negotiation, analytics, content strategy, communication, basic legal awareness",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-NEGOTIATION-BUDGE-2FD4C,"Negotiation, budgeting, content strategy",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-NEGOTIATION-CONTR-98785,"Negotiation, contracts, costing, ethics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-NEGOTIATION-SCHED-513F6,"Negotiation, scheduling, reputation management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-NEGOTIATION-SCHED-BF122,"Negotiation, scheduling, monetization, brand deals",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-NETWORKING-NEGOTI-2B467,"Networking, negotiation, proposal writing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-OPERATIONS-COMPLI-2788A,"Operations, compliance, empathy, data",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-OPERATIONS-COMPLI-55B53,"Operations, compliance, vendor management, community awareness, costing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-OPERATIONS-COMPLI-DE7A3,"Operations, compliance, customer service",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-OPERATIONS-DATA-D-D0AB7,"Operations, data dashboards, stakeholder management, service design",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-OPERATIONS-EXCEL-508E6,"Operations, Excel, process mapping",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-OPERATIONS-FINANC-75C63,"Operations, finance, negotiation, people management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-OPERATIONS-QUALIT-39124,"Operations, quality, supply chain, vendor management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PATIENCE-QUALITY-E734A,"Patience, quality control, artisan-market linkage, finance",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PEDAGOGY-CONTENT-09CD9,"Pedagogy, content, LMS, learner support",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PEOPLE-MANAGEMENT-7C436,"People management, costing, quality, labour law awareness, marketing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PERSUASION-NEGOTI-0F763,"Persuasion, negotiation, pipeline management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PLANNING-RISK-COM-A4920,"Planning, risk, communication, stakeholder mgmt",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PLANNING-SERVICE-1C403,"Planning, service, vendor mgmt, language",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-POLICY-WRITING-ST-B2D85,"Policy writing, stakeholder management, research",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-POWERPOINT-CANVA-0D844,"PowerPoint/Canva, storytelling, financial basics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PRD-WRITING-METRI-B055F,"PRD writing, metrics, user research, systems thinking",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PRESENTATION-STOR-11924,Presentation / Storytelling,,Needed to influence decisions and communicate insights,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PRIORITIZATION-AN-73841,Prioritization and user empathy,,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROBLEM-FRAMING-A-49304,Problem framing and interpretation,,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROBLEM-FRAMING-D-6EF34,"Problem framing, data interpretation, documentation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROCESS-CONTROL-A-346BC,"Process control, audit, documentation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROCESS-DOCUMENTA-D478E,"Process, documentation, stakeholder coordination",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROCESS-MAPPING-C-C4616,"Process mapping, client discovery, automation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROCESS-MAPPING-N-E6BDC,"Process mapping, no-code tools",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROCESS-MAPPING-Q-08090,"Process mapping, quality, problem-solving",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROCESS-THINKING-C9718,"Process thinking, negotiation, Excel, vendor management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PRODUCTION-PLANNI-9ABF5,"Production planning, record-keeping, vendor management, risk management",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROJECT-MANAGEMEN-058C7,"Project management, vendor control, safety, budgeting, crisis response",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROJECT-MANAGEMEN-52CA9,"Project management, public systems, data dashboards",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROJECT-MANAGEMEN-A1799,"Project management, LMS, marketing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROJECT-MANAGEMEN-AD63E,"Project management, community engagement, grant writing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROMPT-DESIGN-QA-07026,"Prompt design, QA, documentation, domain judgment",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROMPTING-PROCESS-55543,"Prompting, process mapping, change management, SOP writing, analytics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-PROPOSAL-REVIEW-M-42433,"Proposal review, monitoring, reporting",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-QUANTITATIVE-ANAL-7E632,"Quantitative analysis, policy, compliance",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-QUANTITATIVE-APTI-D2117,Quantitative Aptitude,,"Needed for exams, finance, analytics and decision making",Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-REGIONAL-COPYWRIT-D3AED,"Regional copywriting, marketplace ops, customer support, analytics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-RELATIONSHIP-AND-90664,Relationship and negotiation,,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-REPORTING-STAKEHO-F5665,"Reporting, stakeholder engagement, data, ethics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-REPORTING-STAKEHO-F6EA4,"Reporting, stakeholder engagement, data analysis",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-RESEARCH-EXCEL-WR-BC270,"Research, Excel, writing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-RESEARCH-FINANCE-47F97,"Research, finance basics, retail understanding",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-RESEARCH-WRITING-DBD7C,"Research, writing, ethics, data validation",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-RESPONSIBLE-TOURI-F9B98,"Responsible tourism, risk management, community coordination, marketing",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-RESUME-WRITING-LI-460AC,"Resume writing, LinkedIn optimization, interviewing basics",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
SKL-MGT-RISK-ASSESSMENT-L-2D3C3,"Risk assessment, logistics, first aid, customer briefing, vendor control",,,Validated,0.6.1a,4-Strcutured-Management.xlsx
