domain_code,universe_code,name,description,governance_status,version,source_workbook
DOM-SCI-DATA-SCIENCE-MATH-FC760,UNI-SCIENCE,Data Science / Math,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-DEFENCE-AVIATION-09EFD,UNI-SCIENCE,Defence / Aviation,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-DEFENCE-CCE35,UNI-SCIENCE,Defence,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-DEFENCE-SUPPORT-7E49B,UNI-SCIENCE,Defence Support,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-DEFENSE-1E1C6,UNI-SCIENCE,Defense,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-DESIGN-10B24,UNI-SCIENCE,Design,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-EARLY-PIPELINE-790F4,UNI-SCIENCE,Early Pipeline,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-ENGINEERING-AA712,UNI-SCIENCE,Engineering,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-ENGINEERING-DESIG-181A9,UNI-SCIENCE,Engineering/Design,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-ENGINEERING-MULTI-195AA,UNI-SCIENCE,Engineering / Multi,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-ENGINEERING-TECH-C757D,UNI-SCIENCE,Engineering / Tech,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-MEDICAL-D5060,UNI-SCIENCE,Medical,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-MEDICINE-563F6,UNI-SCIENCE,Medicine,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-PURE-SCIENCE-CB5E0,UNI-SCIENCE,Pure Science,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-PURE-SCIENCE-MULT-F9F45,UNI-SCIENCE,Pure Science / Multi,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-PURE-SCIENCES-78C4D,UNI-SCIENCE,Pure Sciences,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-VOCATIONAL-BCFEB,UNI-SCIENCE,Vocational,,Validated,0.6.1a,1-Structured-Science.xlsx
DOM-SCI-VOCATIONAL-TECHNI-F3D40,UNI-SCIENCE,Vocational / Technical,,Validated,0.6.1a,1-Structured-Science.xlsx
