career_outcome_code,universe_code,name,description,governance_status,version,source_workbook
CAR-INTD-MIGRATION-DIASPO-095AB,UNI-INTERDISCIPLINARY,Migration & Diaspora Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MIGRATION-LABOUR-877D6,UNI-INTERDISCIPLINARY,"Migration, Labour & Informal Economy Studies",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MUSEUM-HERITAGE-17A28,UNI-INTERDISCIPLINARY,Museum & Heritage Experience Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-MUSEUM-STUDIES-M-EC1A0,UNI-INTERDISCIPLINARY,Museum Studies / Museology,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-NEUROMARKETING-A-841A7,UNI-INTERDISCIPLINARY,NeuroMarketing Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-NEUROMARKETING-R-A4A26,UNI-INTERDISCIPLINARY,NeuroMarketing Research Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-NO-CODE-BUSINESS-5EE59,UNI-INTERDISCIPLINARY,No-code Business Systems Designer,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PARTICIPATORY-RU-A7478,UNI-INTERDISCIPLINARY,Participatory Rural Appraisal & Development Research,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PEACE-CONFLICT-S-3FECB,UNI-INTERDISCIPLINARY,Peace & Conflict Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PEOPLE-ANALYTICS-6FABB,UNI-INTERDISCIPLINARY,People Analytics Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PERFORMANCE-STUD-32D77,UNI-INTERDISCIPLINARY,Performance Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PESA-PANCHAYAT-L-01E5E,UNI-INTERDISCIPLINARY,"PESA, Panchayat & Local Governance Studies",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PHARMA-MANAGEMEN-7B4D9,UNI-INTERDISCIPLINARY,Pharma Management Professional,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PHARMA-MARKET-AC-7E865,UNI-INTERDISCIPLINARY,Pharma Market Access Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PHILOSOPHY-POLIT-8B9DF,UNI-INTERDISCIPLINARY,"Philosophy, Politics & Economics (PPE)",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-POLICY-ANALYST-F471F,UNI-INTERDISCIPLINARY,Policy Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-POLICY-RESEARCH-9347F,UNI-INTERDISCIPLINARY,Policy Research Micro-Consultancy,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PRECISION-FARMIN-28EB3,UNI-INTERDISCIPLINARY,Precision Farming Operations Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PRODUCT-EXPERIEN-B30E0,UNI-INTERDISCIPLINARY,Product Experience Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PUBLIC-HEALTH-DA-21BC7,UNI-INTERDISCIPLINARY,Public Health Data Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-PUBLIC-POLICY-AN-042DD,UNI-INTERDISCIPLINARY,Public Policy Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-REGTECH-ANALYST-BCF9F,UNI-INTERDISCIPLINARY,RegTech Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-RISK-ANALYTICS-A-17718,UNI-INTERDISCIPLINARY,Risk Analytics Associate,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-RURAL-DIGITAL-IN-DD1DA,UNI-INTERDISCIPLINARY,Rural Digital Inclusion & Vernacular Technology,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-RURAL-INNOVATION-68A97,UNI-INTERDISCIPLINARY,Rural Innovation Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-RURAL-INNOVATION-A97E1,UNI-INTERDISCIPLINARY,Rural Innovation Consultancy,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-RURAL-WATER-SANI-0E758,UNI-INTERDISCIPLINARY,"Rural Water, Sanitation & Community Infrastructure",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SANSKRIT-COMPUTA-61220,UNI-INTERDISCIPLINARY,Sanskrit Computational Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SCIENCE-COMMUNIC-42381,UNI-INTERDISCIPLINARY,Science Communication Studio,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SCIENCE-COMMUNIC-52D95,UNI-INTERDISCIPLINARY,Science Communication Specialist,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SCIENCE-TECHNOLO-7ACCC,UNI-INTERDISCIPLINARY,"Science, Technology & Society (STS)",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SERVICE-DESIGNER-109A6,UNI-INTERDISCIPLINARY,Service Designer,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SOCIAL-EXCLUSION-343B4,UNI-INTERDISCIPLINARY,Social Exclusion & Inclusive Policy Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SOCIAL-EXCLUSION-74ACF,UNI-INTERDISCIPLINARY,Social Exclusion & Inclusive Policy,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SOCIAL-IMPACT-ME-016F6,UNI-INTERDISCIPLINARY,Social Impact Measurement Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SPACE-POLICY-BUS-F391A,UNI-INTERDISCIPLINARY,Space Policy & Business Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SPACE-POLICY-SPA-1BFF3,UNI-INTERDISCIPLINARY,Space Policy / Space Governance,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-SPORTS-ANALYTICS-7CADD,UNI-INTERDISCIPLINARY,Sports Analytics Manager,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRANSLATION-STUD-C3CE2,UNI-INTERDISCIPLINARY,Translation Studies & Language Technology,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-ART-PERFO-77909,UNI-INTERDISCIPLINARY,"Tribal Art, Performance & Creative Enterprise",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-ENTREPREN-F39B2,UNI-INTERDISCIPLINARY,Tribal Entrepreneurship & Community Enterprise Development,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-HIGHER-ED-A5CA0,UNI-INTERDISCIPLINARY,Tribal Higher Education & Academic Outreach Management,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-LANGUAGE-5ECAB,UNI-INTERDISCIPLINARY,Tribal Language Documentation & Revitalization,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-LEGAL-AID-ACB70,UNI-INTERDISCIPLINARY,Tribal Legal Aid & Community Justice Systems,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-MUSEUM-HE-05233,UNI-INTERDISCIPLINARY,Tribal Museum & Heritage Management,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-STUDIES-I-9C9C3,UNI-INTERDISCIPLINARY,Tribal Studies / Indigenous Knowledge Systems,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-STUDIES-I-C6E5A,UNI-INTERDISCIPLINARY,Tribal Studies & Indigenous Governance,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-TRIBAL-TOURISM-E-D9633,UNI-INTERDISCIPLINARY,"Tribal Tourism, Eco-Culture & Community Hospitality",,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-URBAN-GOVERNANCE-0F88C,UNI-INTERDISCIPLINARY,Urban Governance Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-URBAN-PLANNER-SM-A0182,UNI-INTERDISCIPLINARY,Urban Planner / Smart City Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-URBAN-STUDIES-UR-F56A7,UNI-INTERDISCIPLINARY,Urban Studies / Urban Informatics,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-UX-RESEARCH-CONS-A898E,UNI-INTERDISCIPLINARY,UX Research Consultancy,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-UX-RESEARCHER-E5F06,UNI-INTERDISCIPLINARY,UX Researcher,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-VISUAL-CULTURE-S-348F2,UNI-INTERDISCIPLINARY,Visual Culture Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-WATER-POLICY-WAT-53B29,UNI-INTERDISCIPLINARY,Water Policy / Water Governance,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-WATER-RESOURCE-M-890AF,UNI-INTERDISCIPLINARY,Water Resource Management Analyst,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-WATER-RESOURCE-M-B7C26,UNI-INTERDISCIPLINARY,Water Resource Management Professional,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-INTD-WOMEN-S-STUDIES-3EE8B,UNI-INTERDISCIPLINARY,Women’s Studies,,Validated,0.6.1a,6-Structured-Interdisciplinary.xlsx
CAR-LAW-ADVOCATE-LITIGATO-551E4,UNI-LAW,Advocate / Litigator,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-AI-COURTROOM-INTE-8B93B,UNI-LAW,AI Courtroom Interface Trainer,Training legal professionals on AI systems,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-AI-ETHICS-AUDITOR-4A84F,UNI-LAW,AI Ethics Auditor,AI compliance and ethics review,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-AI-GOVERNANCE-AI-EA39D,UNI-LAW,AI Governance / AI Policy Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-AI-GOVERNANCE-DOC-D1D81,UNI-LAW,AI Governance Documentation Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ALGORITHM-ACCOUNT-9B0EF,UNI-LAW,Algorithm Accountability Researcher,AI fairness and accountability analysis,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ALTERNATIVE-LEGAL-CDDD2,UNI-LAW,Alternative Legal Services Provider Manager,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ARBITRATION-COUNS-E82ED,UNI-LAW,Arbitration Counsel,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ART-ANTIQUITIES-D-728F2,UNI-LAW,Art & Antiquities Documentation Advisor,Ownership and export documentation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-AUTONOMOUS-VEHICL-3812E,UNI-LAW,Autonomous Vehicle Liability Analyst,Liability systems for autonomous mobility,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-AVIATION-LAWYER-89304,UNI-LAW,Aviation Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-BANKING-FINANCE-L-C649D,UNI-LAW,Banking & Finance Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-BIOETHICS-MEDICAL-5659B,UNI-LAW,Bioethics & Medical Law Coordinator,Healthcare ethics and compliance,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CHILD-ONLINE-SAFE-FA490,UNI-LAW,Child Online Safety Consultant,Online child safety frameworks,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CHILD-RIGHTS-SUPP-B906E,UNI-LAW,Child Rights Support Professional,Legal and emotional support systems,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CIVIL-SERVICES-WI-D47F7,UNI-LAW,Civil Services with Law Background,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CLAT-MENTOR-CCC87,UNI-LAW,CLAT Mentor,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-COMMUNITY-LEGAL-L-7C4EE,UNI-LAW,Community Legal Literacy Trainer,Legal awareness programs,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-COMPANY-SECRETARY-FDAF4,UNI-LAW,Company Secretary with Law Specialization,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-COMPETITION-LAW-L-0F0F0,UNI-LAW,Competition Law Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-COMPLIANCE-FILING-1689B,UNI-LAW,Compliance Filing Service,"GST, labor, and legal filings",Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-COMPLIANCE-OFFICE-E49D4,UNI-LAW,Compliance Officer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CONSTITUTIONAL-LI-EDB55,UNI-LAW,Constitutional Literacy Educator,Constitution awareness programs,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CONSUMER-PROTECTI-9E20C,UNI-LAW,Consumer Protection Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CONTRACT-LIFECYCL-F4712,UNI-LAW,Contract Lifecycle Management Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CORPORATE-LAWYER-078AA,UNI-LAW,Corporate Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-COURT-REPORTER-LE-B7FAA,UNI-LAW,Court Reporter / Legal Transcription Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-COURT-TRIBUNAL-AD-C35B7,UNI-LAW,Court / Tribunal Administrator,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CRIMINOLOGIST-CRI-0CEA4,UNI-LAW,Criminologist / Criminal Justice Researcher,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CROSS-BORDER-DIGI-35D31,UNI-LAW,Cross-Border Digital Identity Advisor,Identity and compliance systems,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CSR-IMPACT-COMPLI-27E4A,UNI-LAW,CSR & Impact Compliance Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CULTURAL-RIGHTS-R-4BC15,UNI-LAW,Cultural Rights Researcher,Indigenous and cultural rights research,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-CYBER-LAW-SPECIAL-259C4,UNI-LAW,Cyber Law Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-DATA-PROTECTION-O-8F420,UNI-LAW,Data Protection Officer / Privacy Counsel,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-DEFENCE-SERVICES-D4D08,UNI-LAW,Defence Services Legal Officer / JAG,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-DIGITAL-EVIDENCE-10BB7,UNI-LAW,Digital Evidence Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-DIGITAL-EVIDENCE-EAFA0,UNI-LAW,Digital Evidence Preservation Specialist,Digital evidence documentation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-DIGITAL-PRIVACY-C-B6C58,UNI-LAW,Digital Privacy Consultant,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-DIGITAL-PUBLIC-IN-C20C3,UNI-LAW,Digital Public Infrastructure Law Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-DIVORCE-TRANSITIO-C7FEA,UNI-LAW,Divorce Transition Facilitator,Settlement and transition support,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-DRONE-REGULATION-FF835,UNI-LAW,Drone Regulation Consultant,Drone compliance and permissions,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-E-DISCOVERY-DOCUM-E88C3,UNI-LAW,E-Discovery / Document Review Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-EDUCATION-LAW-SPE-E7C79,UNI-LAW,Education Law Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ELDER-RIGHTS-ADVI-851B9,UNI-LAW,Elder Rights Advisor,Rights and succession advisory,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ELECTION-PROCESS-2C1B2,UNI-LAW,Election Process Documentation Specialist,Election process and observer documentation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ENERGY-LAWYER-04A2C,UNI-LAW,Energy Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ENVIRONMENTAL-IMP-65A48,UNI-LAW,Environmental Impact Documentation Specialist,EIA and sustainability documentation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-ENVIRONMENTAL-LAW-FBFB1,UNI-LAW,Environmental Lawyer / ESG Counsel,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-FAMILY-LAWYER-79B77,UNI-LAW,Family Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-FAMILY-MEDIATION-5C18F,UNI-LAW,Family Mediation Facilitator,Dispute resolution and settlements,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-FINTECH-PAYMENTS-95746,UNI-LAW,FinTech / Payments Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-FOOD-LAW-FSSAI-CO-640BE,UNI-LAW,Food Law / FSSAI Compliance Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-FORENSIC-LEGAL-CO-0A05F,UNI-LAW,Forensic Legal Consultant,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-FOREST-RIGHTS-FAC-BDE87,UNI-LAW,Forest Rights Facilitation Consultant,Forest rights claims and tribal facilitation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-HEALTHCARE-LAWYER-62E0E,UNI-LAW,Healthcare Lawyer / Medical Law Consultant,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-HERITAGE-LAW-CONS-CE1D6,UNI-LAW,Heritage Law Consultant,Heritage property and monument compliance,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-HOSPITAL-CONSENT-3CA72,UNI-LAW,Hospital Consent Documentation Specialist,Medical consent and legal documentation,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-HUMAN-RIGHTS-LAWY-F4B2E,UNI-LAW,Human Rights Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-IMMIGRATION-LAWYE-CB851,UNI-LAW,Immigration Lawyer / Global Mobility Advisor,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-IN-HOUSE-LEGAL-CO-1DCEF,UNI-LAW,In-house Legal Counsel,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INFLUENCER-COMPLI-1C87A,UNI-LAW,Influencer Compliance Strategist,Creator contracts and disclosures,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INFLUENCER-CONTRA-547D6,UNI-LAW,Influencer Contract Advisor,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INFRASTRUCTURE-PR-02E01,UNI-LAW,Infrastructure / Projects Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INSOLVENCY-PROFES-B5C48,UNI-LAW,Insolvency Professional,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INSURANCE-LAWYER-D242F,UNI-LAW,Insurance Lawyer / Claims Counsel,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INTELLECTUAL-PROP-1F807,UNI-LAW,Intellectual Property Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INTERNATIONAL-ORG-232DA,UNI-LAW,International Organization Legal Officer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INTERNATIONAL-TRA-22A86,UNI-LAW,International Trade Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-INVESTMENT-FUNDS-31403,UNI-LAW,Investment Funds Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-JUDICIAL-OFFICER-C02AC,UNI-LAW,Judicial Officer / Civil Judge,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-JUDICIARY-EXAM-TR-ED944,UNI-LAW,Judiciary Exam Trainer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LABOUR-EMPLOYMENT-EF16D,UNI-LAW,Labour & Employment Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LAW-CLERK-JUDICIA-FFD4F,UNI-LAW,Law Clerk / Judicial Clerk,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LAW-FIRM-KNOWLEDG-F93D6,UNI-LAW,Law Firm Knowledge Management Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-ACADEMIC-LA-DD514,UNI-LAW,Legal Academic / Law Professor,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-AI-PROMPT-E-BCFE8,UNI-LAW,Legal AI Prompt Engineer / Workflow Designer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-AID-COORDIN-0E2E9,UNI-LAW,Legal Aid Coordinator,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-ARCHIVIST-C-E400B,UNI-LAW,Legal Archivist / Court Records & Law Library Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-AUDIOBOOK-P-FF6AC,UNI-LAW,Legal Audiobook Producer,Audio-based legal learning,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-CONTENT-CRE-85698,UNI-LAW,Legal Content Creator,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-CONTENT-WRI-FE412,UNI-LAW,Legal Content Writer / Editor,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-CURRICULUM-DC217,UNI-LAW,Legal Curriculum Designer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-DATA-ANALYS-47626,UNI-LAW,Legal Data Analyst,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-DATA-VISUAL-02713,UNI-LAW,Legal Data Visualization Specialist,Visual legal analytics and reporting,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-DESIGN-LEGA-2EE84,UNI-LAW,Legal Design / Legal UX Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-DOCUMENTATI-FC27B,UNI-LAW,Legal Documentation Studio,Drafting and filing services,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-DRAFTING-CO-A501D,UNI-LAW,Legal Drafting Consultant,"Contracts, notices, agreements drafting",Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-EDUCATION-C-99B36,UNI-LAW,Legal Education Channel,YouTube/course-based legal teaching,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-ENTREPRENEU-4064C,UNI-LAW,Legal Entrepreneur / Legal Services Startup Founder,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-ETHICS-PROF-02814,UNI-LAW,Legal Ethics & Professional Responsibility Officer,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-GAMIFICATIO-13C20,UNI-LAW,Legal Gamification Designer,Legal learning simulations and games,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-JOURNALIST-4E371,UNI-LAW,Legal Journalist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-KNOWLEDGE-E-5B93D,UNI-LAW,Legal Knowledge Engineer,Legal data structuring and ontology,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-METAVERSE-P-0B08C,UNI-LAW,Legal Metaverse Policy Consultant,Governance for virtual ecosystems,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-METROLOGY-P-9FF81,UNI-LAW,Legal Metrology / Product Compliance Consultant,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-OPERATIONS-C01D5,UNI-LAW,Legal Operations Manager,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-PROCESS-OUT-9F0E1,UNI-LAW,Legal Process Outsourcing Analyst,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-PROMPT-DESI-2B370,UNI-LAW,Legal Prompt Designer,Prompt systems for legal AI workflows,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-PUBLISHER-L-8EFB8,UNI-LAW,Legal Publisher / Law Book Editor,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-RECRUITER-T-859FA,UNI-LAW,Legal Recruiter / Talent Specialist for Law Firms,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-RESEARCHER-928E3,UNI-LAW,Legal Researcher / Research Associate,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-RISK-CONSUL-E9CAE,UNI-LAW,Legal Risk Consultant,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-TECH-ONBOAR-FA090,UNI-LAW,Legal Tech Onboarding Consultant,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-TECH-PRODUC-B19A2,UNI-LAW,Legal Tech Product Manager,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-TRANSLATION-9F755,UNI-LAW,Legal Translation / Multilingual Legal Specialist,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGAL-TRANSLATOR-B6DC5,UNI-LAW,Legal Translator,Translation of legal documents,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGISLATIVE-ASSIS-8790E,UNI-LAW,Legislative Assistant / Policy Drafter,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LEGISLATIVE-LANGU-A7A4D,UNI-LAW,Legislative Language Simplification Specialist,Simplifying legal language,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LITIGATION-FINANC-1BD9E,UNI-LAW,Litigation Finance Analyst,,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-LOCAL-GOVERNANCE-4BFA0,UNI-LAW,Local Governance Advisory,Advisory for societies and local bodies,Validated,0.6.1a,5-Structured- Law.xlsx
CAR-LAW-MARITIME-SHIPPING-F3F16,UNI-LAW,Maritime / Shipping Lawyer,,Validated,0.6.1a,5-Structured- Law.xlsx
